ID,Room Num,Floor,Description,Wing,Department
4755,AEL20003,2,STAIRCASE 3 - A3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4756,AEL20004,2,STAIRCASE 4 - A4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4757,AEL20005,2,STAIRCASR 5 - B1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4758,AEL20006,2,STAIRCASE 6 - B3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4759,AEL20007,2,STAIRCASE 7 - B4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4760,AEL20008,2,STAIRCASE 8 - R1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4761,AEL20009,1,STAIRCASE 9 - R2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4762,AEL20010,2,STAIRCASE 10 - C3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4763,AEL20011,2,STAIRCASE 11 - B2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4764,AEL20012,2,STAIRCASE 12 - C1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4765,AEL20013,2,STAIRCASE 13 - C4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4766,AEL20014,2,STAIRCASE 14 - C2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4767,AEL30001,3,STAIRCASE 1 - A1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4768,AEL30002,3,STAIRCASE 2 - A2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4769,AEL30003,3,STAIRCASE 3 - A3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4770,AEL30004,3,STAIRCASE 4 - A4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4771,AEL30005,3,STAIRCASE 5 - B1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4772,AEL30006,3,STAIRCASE 6 - B3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4773,AEL30007,3,STAIRCASE 7 - B4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4774,AEL30008,3,STAIRCASE 8 - R1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4775,AEL30010,3,STAIRCASE 10 - C3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4776,AEL30011,3,STAIRCASE 11 - B2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4777,AEL30012,3,STAIRCASE 12 - C1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4778,AEL30013,3,STAIRCASE 13 - C4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4779,AEL30014,3,STAIRCASE 14 - C2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4780,AEL40001,4,STAIRCASE 1- A1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4781,AEL40002,4,STAIRCASE 2 - A2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4782,AEL40003,4,STAIRCASE 3 - A3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4783,AEL40004,4,STAIRCASE 4 - A4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4784,AEL40005,4,STAIRCASE 5 - B1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4785,AEL40006,4,STAIRCASE 6 - B3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4786,AEL40007,4,STAIRCASE 7 - B4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4787,AEL40008,4,STAIRCASE 8 - R1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4788,AEL40011,4,STAIRCASE 11 - B2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4789,AEL40012,4,STAIRCASE 12 - C1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4790,AEL40013,4,STAIRCASE 13 - C4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4791,AEL40014,4,STAIRCASE 14 - C2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4792,AEL50006,5,STAIRCASE 6 - B3,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4793,AEL50007,5,STAIRCASE 7 - B4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4794,AEL50008,5,STAIRCASE 8 - R1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4795,AEL50011,5,STAIRCASE 11 - B2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4796,AEL50012,5,STAIRCASE 12 - C1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4797,AEL50013,5,STAIRCASE 13 - C4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4798,AEL50014,5,STAIRCASE 14 - C2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4799,AEL90002,9,STAIRCASE 2 - A2,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4800,AEL90004,9,STAIRCASE 4 - A4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4801,AEL90007,9,STAIRCASE 7 - B4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4802,AEL90012,9,STAIRCASE 12 - C1,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4803,AEL90013,9,STAIRCASE 13 - C4,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4804,AEM00001,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4805,AEM00002,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4806,AEM00003,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4807,AEM00004,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4808,AEM00005,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4809,AEM00006,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4810,AEM00007,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4811,AEM00008,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4812,AEM00009,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4813,AEM00010,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4814,AEM00011,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4815,AEM00012,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4816,AEM00013,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4817,AEM00020,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4818,AEM00021,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4819,AEM00022,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4820,AEM00023,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4821,AEM00024,G,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4822,AEM10001,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4823,AEM10002,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4824,AEM10003,1,LIFT LOBBY,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4825,AEM10004,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4826,AEM10005,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4827,AEM10006,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4828,AEM10007,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4829,AEM10008,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4830,AEM10009,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4831,AEM10010,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4832,AEM10011,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4833,AEM10012,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4834,AEM10013,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4835,AEM10014,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4836,AEM10020,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4837,AEM10021,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4838,AEM10022,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4839,AEM10023,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4840,AEM10024,1,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4841,AEM20001,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4842,AEM20002,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4843,AEM20003,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4844,AEM20004,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4845,AEM20005,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4846,AEM20006,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4847,AEM20007,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4848,AEM20008,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4849,AEM20009,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4850,AEM20010,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4851,AEM20011,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4852,AEM20012,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4853,AEM20020,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4854,AEM20021,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4855,AEM20022,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4856,AEM20023,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4857,AEM20024,2,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4858,AEM30001,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4859,AEM30002,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4860,AEM30003,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4861,AEM30004,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4862,AEM30005,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4863,AEM30006,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4864,AEM30007,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4865,AEM30008,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4866,AEM30009,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4867,AEM30010,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4868,AEM30011,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4869,AEM30012,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4870,AEM30020,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4871,AEM30021,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4872,AEM30022,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4873,AEM30023,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4874,AEM30024,3,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4875,AEM40001,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4876,AEM40002,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4877,AEM40003,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4878,AEM40004,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4879,AEM40005,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4880,AEM40006,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4881,AEM40007,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4882,AEM40008,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4883,AEM40009,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4884,AEM40010,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4885,AEM40011,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4886,AEM40012,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4887,AEM40020,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4888,AEM40021,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4889,AEM40022,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4890,AEM40023,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4891,AEM40024,4,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4892,AEM50001,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4893,AEM50002,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4894,AEM50003,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4895,AEM50004,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4896,AEM50005,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4897,AEM50006,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4898,AEM50007,5,HOSPITAL STRRET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4899,AEM50008,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4900,AEM50009,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4901,AEM50010,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4902,AEM50011,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4903,AEM50020,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4904,AEM50021,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4905,AEM50022,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4906,AEM50023,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4907,AEM50024,5,HOSPITAL STREET,MAIN ACUTE CIRCULATION AREAS,MAIN ACUTE CIRC AREAS
4908,AEM90001,9,LIFT LOBBY,BASEMENT MAIN ACUTE,BASEMENT
4909,AEM90002,9,CORRIDOR,BASEMENT MAIN ACUTE,BASEMENT
4910,AEM90003,9,CORRIDOR,BASEMENT MAIN ACUTE,BASEMENT
4911,AEM90004,9,TANK ENCLOSURE,BASEMENT MAIN ACUTE,BASEMENT
4912,AEM90005,9,LIFT LOBBY,BASEMENT MAIN ACUTE,BASEMENT
4913,AEM90006,9,ROOM NEXT TO LIFT,BASEMENT MAIN ACUTE,BASEMENT
4914,AEM90007,9,CORRIDOR,BASEMENT MAIN ACUTE,BASEMENT
4915,AEM90008,9,LIFT MOTOR ROOM,BASEMENT MAIN ACUTE,BASEMENT
4916,AEM90009,9,LOBBY,BASEMENT MAIN ACUTE,BASEMENT
4917,AEM90010,9,CORRIDOR,BASEMENT MAIN ACUTE,BASEMENT
4918,AEM90011,9,CORRIDOR,BASEMENT MAIN ACUTE,BASEMENT
4919,AEM90012,9,ROOM OFF LIFT,BASEMENT MAIN ACUTE,BASEMENT
4920,AEM90013,9,ROOM OFF LIFT,BASEMENT MAIN ACUTE,BASEMENT
4921,AEM90014,9,LOBBY,BASEMENT MAIN ACUTE,BASEMENT
4922,AEM90015,9,CORRIDOR,BASEMENT MAIN ACUTE,BASEMENT
4923,AEM90016,9,ROOM OFF LIFT,BASEMENT MAIN ACUTE,BASEMENT
4924,AEM90017,9,ROOM OFF LIFT,BASEMENT MAIN ACUTE,BASEMENT
4925,AEM90018,9,ROOM OFF LIFT,BASEMENT MAIN ACUTE,BASEMENT
4926,AEM90019,9,LOBBY,BASEMENT MAIN ACUTE,BASEMENT
4927,AEM90020,9,IODINE DECAY CUPBOARD,BASEMENT MAIN ACUTE,BASEMENT
4928,AEM90021,9,IODINE DECAY STORE,BASEMENT MAIN ACUTE,BASEMENT
4929,AEP00001,G,CORRIDOR,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4930,AEP00002,G,UNIFORMS,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4931,AEP00003,G,CHANGE MALE,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4932,AEP00004,G,WC MALE STAFF DISABLED,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4933,AEP00005,G,SHOWER MALE STAFF,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4934,AEP00006,G,WC STAFF MALE,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4935,AEP00007,G,CHANGE FEMALE,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4936,AEP00008,G,WC FEMALE STAFF,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4937,AEP00009,G,WC /SHOWER DISABLED,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4938,AEP00010,G,SHOWER,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4939,AEP00011,G,WC DISABLED,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4940,AEP00012,G,WC MALE,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4941,AEP00013,G,WC FEMALE,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4942,AEP00014,G,LINEN,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4943,AEP00015,G,VOLUNTEERS,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4944,AEP00016,G,CLEANER,GRD FLOOR CENTRAL,OUTPATIENT CLINIC 7
4945,AEP00017,G,RISER CUPBOARD E/B/4/G,GRD FLOOR THE MALL,THE MALL
4946,AEP00018,G,CORRIDOR,GRD FLOOR EAST WING,ISS RESTAURANT
4947,AEP00019,G,STORE CLEANERS,GRD FLOOR EAST WING,ISS RESTAURANT
4948,AEP00020,G,STORE DRY,GRD FLOOR EAST WING,ISS RESTAURANT
4949,AEP00021,G,STORE HOSPITALITY,GRD FLOOR EAST WING,ISS RESTAURANT
4950,AEP00022,G,KITCHEN HOT,GRD FLOOR EAST WING,ISS RESTAURANT
4951,AEP00023,G,KITCHEN HOT,GRD FLOOR EAST WING,ISS RESTAURANT
4952,AEP00024,G,OFFICE KITCHEN,GRD FLOOR EAST WING,ISS RESTAURANT
4953,AEP00025,G,UTENSIL WASH,GRD FLOOR EAST WING,ISS RESTAURANT
4954,AEP00026,G,ROOM NEXT TO UTENSIL WASH,GRD FLOOR EAST WING,ISS RESTAURANT
4955,AEP00027,G,ROOM NEXT TO UTENSIL WASH,GRD FLOOR EAST WING,ISS RESTAURANT
4956,AEP00028,G,DINING AREA,GRD FLOOR EAST WING,ISS RESTAURANT
4957,AEP00029,G,DISHWASHERS,GRD FLOOR EAST WING,ISS RESTAURANT
4958,AEP00030,G,CORRIDOR,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4959,AEP00031,G,CLEANER,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4960,AEP00032,G,FM OPERATIONAL HUB,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4961,AEP00033,G,LOBBY,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4962,AEP00034,G,LOBBY,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4963,AEP00035,G,KITCHEN REGEN,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4964,AEP00036,G,PANTRY,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4965,AEP00037,G,LINEN,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4966,AEP00038,G,OFFICE CAFETERIA CASH,GRD FLOOR EAST WING,EAST WING ZONAL HUB
4967,AEP00039,G,DIRTY HOLDING,GRD FLOOR EAST WING,WARD 2
4968,AEP00040,G,CUPBOARD ELECTRIC,GRD FLOOR EAST WING,ISS RESTAURANT
4969,AET30001,3,RISER CUPBOARD M/A/4/3,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4970,AET30003,3,STORE,3RD FLOOR WEST WING,THERAPY SUITE
4971,AET30004,3,CORRIDOR,3RD FLOOR WEST WING,THERAPY SUITE
4972,AET30005,3,PHYSIO,3RD FLOOR WEST WING,THERAPY SUITE
4973,AET30006,3,QUIET ROOM,3RD FLOOR WEST WING,THERAPY SUITE
4974,AET30007,3,BATHROOM ADL,3RD FLOOR WEST WING,THERAPY SUITE
4975,AET30008,3,CORRIDOR,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4976,AET30009,3,BATH,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4977,AET30010,3,DIRTY UTILITY,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4978,AET30011,3,OFFICE,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4979,AET30012,3,STORE,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4980,AET30013,3,STAFF REST,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4981,AET30014,3,CLEAN UTILITY,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4982,AET30015,3,SINGLE ROOM,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4983,AET30016,3,ENSUITE,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4984,AET30017,3,SINGLE ROOM,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4985,AET30018,3,ENSUITE,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4986,AET30019,3,CLINICAL TRIALS MAIN RECEPTION,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4987,AET30020,3,4 BED BAY,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4988,AET30021,3,SHOWER / WC,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
4989,AET30022,3,CLERICAL SUPPORT,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4990,AET30023,3,OFFICE CLINICAL DIRECTOR,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4991,AET30024,3,PERSONNEL MANAGER,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4992,AET30025,3,ASS. GENERAL MANAGER,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4993,AET30026,3,OFFICE GENERAL MANAGER,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4994,AET30027,3,AUDIT / FINANCE / QUALITY,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4995,AET30028,3,BEVERAGE BAY,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4996,AET30029,3,PHOTOCOPIER,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4997,AET30030,3,CONTRACT MANAGING,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4998,AET30031,3,CUPBOARD ELECTRIC,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
4999,AET30032,3,CUPBOARD CLEANER,3RD FLOOR WEST WING,CLINICAL TRIALS PRI
5000,AET30033,3,RISER CUPBOARD M/A/6/3,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
5001,AET30034,3,CORRIDOR,3RD FLOOR WEST WING,CLINICAL ADMIN WEST WING
